Ngày,Cá nhân trong nước,,,,,,Cá nhân nước ngoài,,,,,,Tổ chức trong nước,,,,,,Tổ chức nước ngoài,,,,,,Cá nhân trong nước (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức trong nước (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân trong nước (Ròng),,,,Cá nhân nước ngoài (Ròng),,,,Tổ chức trong nước (Ròng),,,,Tổ chức nước ngoài (Ròng),,,
,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND)
26-09-2016,113668387,2637117825.18,114817641,2492643526.1,-1149254,144474299.08,235640,8046454.9,250430,6061478.0,-14790,1984976.9,14756120,184867535.9,6847990,260785044.1,7908130,-75917508.2,22195885,966250640.7,24576351,1032327917.48,-2380466,-66077276.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
23-09-2016,111509140,2398024736.2,121961330,2541053882.1,-10452190,-143029145.9,253620,6672929.9,421620,15315837.6,-168000,-8642907.7,13844980,209201505.9,3117450,112935661.5,10727530,96265844.4,35216630,1750771606.26,35731300,1797181199.16,-514670,-46409592.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
22-09-2016,116844170,2463960072.6,118615712,2422157011.8,-1771542,41803060.8,943430,22859927.4,221650,8214393.5,721780,14645533.9,6053252,74400994.5,5771920,149153404.7,281332,-74752410.2,6866990,558755804.0,7775660,578108404.5,-908670,-19352600.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
21-09-2016,103571930,1904965037.4,104277670,1983471985.3,-705740,-78506947.9,527010,12521358.4,461560,11169989.3,65450,1351369.1,11888750,363681525.5,36326720,963360563.3,-24437970,-599679037.8,11885050,630267052.0,5053460,236670109.1,6831590,393596942.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20-09-2016,88012400,2003061699.8,89282110,2010494402.1,-1269710,-7432702.3,220900,5963892.8,209910,8086563.7,10990,-2122670.9,3656620,170493453.0,7173130,167425529.6,-3516510,3067923.4,9451020,597794629.4,9704460,655814427.2,-253440,-58019797.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
19-09-2016,87401209,1869871340.7,91148919,1899456738.5,-3747710,-29585397.8,689870,12880241.5,603300,18508947.6,86570,-5628706.1,2500980,73630200.0,3212770,86434555.6,-711790,-12804355.6,4996460,234267238.5,5066920,264453720.5,-70460,-30186482.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
16-09-2016,139649280,2525255977.6,83515040,1505489853.8,56134240,1019766123.8,728180,13752951.6,406640,5767021.6,321540,7985930.0,14764590,404275617.8,2026560,75619620.9,12738030,328655996.9,28061300,1686717296.5,106190310,3141429827.6,-78129010,-1454712531.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15-09-2016,84404875,1348507524.7,87478525,1308171024.9,-3073650,40336499.8,1429040,16774078.8,774270,9854219.2,654770,6919859.6,5038090,94650487.6,1791420,40355028.7,3246670,54295458.9,5314280,215365437.5,9845670,370026884.7,-4531390,-154661447.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14-09-2016,77074039,1265448087.6,77720289,1266459097.2,-646250,-1011009.6,545520,10208391.9,286510,6231961.4,259010,3976430.5,3274700,85184998.2,1523660,51302396.4,1751040,33882601.8,4021170,169215703.0,5462170,217026230.0,-1441000,-47810527.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13-09-2016,65774753,1428381173.1,66712793,1397656426.4,-938040,30724746.7,854230,22537518.7,500280,12669635.8,353950,9867882.9,3571070,147103656.0,1701940,83344044.5,1869130,63759611.5,8445250,449140718.5,11409640,583870249.2,-2964390,-134729530.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
12-09-2016,74611361,1806884234.3,75302971,1790529302.7,-691610,16354931.6,730670,25460249.5,1814750,38818470.4,-1084080,-13358220.9,3082080,90616177.5,1587160,72023973.5,1494920,18592204.0,4612700,256585186.45,11230230,415809406.25,-6617530,-159224219.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
09-09-2016,72743710,1773116710.0,71131280,1647043158.0,1612430,126073552.0,1137570,34813199.0,158520,6788486.0,979050,28024713.0,3699590,92528314.0,3787660,119421226.0,-88070,-26892912.0,10331409,506692612.92,17054809,740578997.92,-6723400,-233886385.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
08-09-2016,82395424,1909862257.6,88628274,1967857895.6,-6232850,-57995638.0,633190,22520031.0,268750,8533800.0,364440,13986231.0,6556840,169340068.0,4913820,156754391.0,1643020,12585677.0,12948700,646001884.46,16720950,785690100.46,-3772250,-139688216.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
07-09-2016,72704090,2028377380.64,75904493,1807669731.1,-3200403,220707649.54,595420,16289606.0,225720,8285890.0,369700,8003716.0,2684540,67322068.0,4159980,146741651.0,-1475440,-79419583.0,9673800,428901526.27,12606180,705305621.91,-2932380,-276404095.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06-09-2016,79232844,1847929683.2,73098490,1658829790.0,6134354,189099893.2,1069040,50349104.0,407420,16994323.0,661620,33354781.0,2868660,66076905.0,7304374,176138520.2,-4435714,-110061615.2,14929605,753816441.8,19219065,908004541.8,-4289460,-154188100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05-09-2016,86845680,2014085382.0,79087590,1763565472.0,7758090,250519910.0,530040,11009686.0,526130,20881159.0,3910,-9871473.0,3155820,97587574.0,2746590,91860199.0,409230,5727375.0,7053600,435149907.85,17632910,716587734.85,-10579310,-281437827.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01-09-2016,78010800,1807271444.0,77628619,1733762368.0,382181,73509076.0,454590,12044551.0,948370,9300027.0,-493780,2744524.0,4061450,116850376.0,4176080,136859546.0,-114630,-20009170.0,7636168,552093157.2,11585528,738716676.2,-3949360,-186623519.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
31-08-2016,79800060,1938067702.0,92039240,2113077408.0,-12239180,-175009706.0,425530,10371532.0,530430,14336281.0,-104900,-3964749.0,13041560,271044645.0,3257650,118991676.0,9783910,152052969.0,8020260,504068291.0,8716900,538045690.0,-696640,-33977399.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
30-08-2016,67870038,1563363977.8,72825138,1524184776.8,-4955100,39179201.0,321140,9495377.0,380360,21515558.0,-59220,-12020181.0,3568120,103006948.0,1721150,87065011.0,1846970,15941937.0,7459050,330183671.4,8048890,435982137.4,-589840,-105798466.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
29-08-2016,90309505,2156310559.0,92697975,2279872885.0,-2388470,-123562326.0,393450,8078637.0,293180,11297657.0,100270,-3219020.0,3870120,154971512.0,3471330,135288629.0,398790,19682883.0,4485470,288373531.0,5005870,232827846.0,-520400,55545685.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
26-08-2016,90700380,1803355197.0,97631603,1837485455.5,-6931223,-34130258.5,209380,9462393.0,324410,10416647.0,-115030,-954254.0,7100783,191697004.5,3474490,127961390.0,3626293,63735614.5,4149860,85879772.0,4095590,178213774.0,54270,-92334002.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25-08-2016,92786567,1917219435.5,94790917,1924517943.5,-2004350,-7298508.0,333650,6712011.0,385230,10282209.0,-51580,-3570198.0,3620420,103216614.0,1839280,64778460.0,1781140,38438154.0,4883757,182532955.0,7092167,246311392.0,-2208410,-63778437.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
24-08-2016,83287340,1884676156.0,83142480,1796558429.0,144860,88117727.0,686270,11082912.0,786880,12473591.0,-100610,-1390679.0,5206790,176606711.0,3503150,176776747.0,1703640,-170036.0,4331030,144982712.0,7104860,240831253.0,-2773830,-95848541.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
23-08-2016,77909488,1595623105.8,78346188,1514413283.8,-436700,81209822.0,1039090,12098939.0,452380,6413610.0,586710,5685329.0,3299630,110565405.0,2304730,67028396.0,994900,43537009.0,7172650,216153172.0,12513540,399307874.0,-5340890,-183154702.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
22-08-2016,94538850,1723333435.0,95228370,1683570442.0,-689520,39762993.0,524850,8853938.0,295250,10440823.0,229600,-1586885.0,3611460,95939947.0,1289140,54073557.0,2322320,41866390.0,6821913,247315882.52,10804423,365727058.52,-3982510,-118411176.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
19-08-2016,87813108,2365383538.5,84704835,2074625407.0,3108273,290758131.5,763260,17685438.0,378120,16344630.0,385140,1340808.0,6329410,145304774.0,6630213,194202454.5,-300803,-48897680.5,5796450,236260099.0,9957970,508166491.0,-4161520,-271906392.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
18-08-2016,104636399,2179230781.0,102854339,2068970557.0,1782060,110260224.0,474170,11553787.0,401920,17666802.0,72250,-6113015.0,6198550,197350656.0,4570210,125780856.0,1628340,71569800.0,8716400,475118714.0,15561760,722796127.0,-6845360,-247677413.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17-08-2016,92681784,2091935188.4,90946104,1935822459.4,1735680,156112729.0,617090,21459201.0,170000,7471468.0,447090,13987733.0,3618200,119511150.0,4286010,136206970.0,-667810,-16695820.0,11519260,339549657.4,13766280,506048638.4,-2247020,-166498981.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
16-08-2016,127866772,2625300845.0,117094447,2234719494.0,10772325,390581351.0,585860,16395179.0,268650,7281777.0,317210,9113402.0,5199880,149821960.0,23722435,606726846.5,-18522555,-456904886.5,3920490,164630720.24,10368490,381041592.24,-6448000,-216410872.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15-08-2016,97675752,1808375026.2,94134072,1667955463.2,3541680,140419563.0,759760,20696637.0,243350,5927375.0,516410,14769262.0,3491070,75555327.0,3305310,55872774.0,185760,19682553.0,2959780,138658451.0,9853330,361069903.0,-6893550,-222411452.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
12-08-2016,96326970,1877432264.0,98606430,1828735707.0,-2279460,48696557.0,255970,9349212.0,547110,20455229.0,-291140,-11106017.0,3889050,98491140.0,3105830,93364958.0,783220,5126182.0,5794170,355347915.0,6146990,414975422.0,-352820,-59627507.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
11-08-2016,102108580,1743469001.0,109282740,1904925409.0,-7174160,-161456408.0,213740,7671016.0,319160,7861268.0,-105420,-190252.0,5635600,142744744.0,4166640,113522394.0,1468960,29222350.0,9732670,411125435.0,8923440,368227107.0,809230,42898328.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10-08-2016,84074060,1678667347.0,86052280,1642465664.0,-1978220,36201683.0,288140,8348971.0,311310,9550212.0,-23170,-1201241.0,5264850,125805104.0,3523820,101162010.0,1741030,24643094.0,4693424,226007523.0,7134684,293844707.0,-2441260,-67837184.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
09-08-2016,63463100,1201328513.0,66471840,1284041937.0,-3008740,-82713424.0,146680,10780385.0,382460,14370077.0,-235780,-3589692.0,5855930,171765474.0,4963710,168988428.0,892220,2777046.0,4654960,220115762.0,5696930,199012664.0,-1041970,21103098.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
08-08-2016,65497181,1077084608.2,65611491,1047704092.2,-114310,29380516.0,270080,8369207.0,296310,6873957.0,-26230,1495250.0,4714570,132517712.0,2886200,67887042.0,1828370,64630670.0,4609050,163264607.95,8568620,284311621.95,-3959570,-121047014.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05-08-2016,92710510,1419095906.0,96881970,1547026203.0,-4171460,-127930297.0,404420,11946226.0,210810,6489492.0,193610,5456734.0,5221180,149144148.0,2058900,47637283.0,3162280,101506865.0,5937990,257323096.86,7862600,277065577.86,-1924610,-19742481.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04-08-2016,81010195,1260729473.0,86990345,1437595839.0,-5980150,-176866366.0,639080,13431740.0,444730,13672251.0,194350,-240511.0,5749460,161743902.0,4325250,104229875.0,1424210,57514027.0,6899320,309023998.16,7528740,261956026.16,-629420,47067972.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
03-08-2016,61481640,1162611256.0,72739710,1411457768.0,-11258070,-248846512.0,792850,17083633.0,204990,2887459.0,587860,14196174.0,5016190,140254873.0,4851850,151823220.0,164340,-11568347.0,7844400,238451179.5,1702090,74969930.5,6142310,163481249.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02-08-2016,114781597,2056870964.6,99786169,1888720130.0,14995428,168150834.6,737770,9944569.0,228730,8111682.0,509040,1832887.0,15840287,276576490.0,33433447,529728278.6,-17593160,-253151788.6,13539669,412319388.82,12816427,366503804.82,723242,45815584.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01-08-2016,64379170,1314734031.0,68907770,1361847138.0,-4528600,-47113107.0,818520,13701318.0,367550,16993107.0,450970,-3291789.0,5181310,131170662.0,5003940,134264809.0,177370,-3094147.0,5642450,281976795.0,4997800,290471180.0,644650,-8494385.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
29-07-2016,79920580,1458708444.0,87112920,1586783049.0,-7192340,-128074605.0,871980,12901187.0,231920,12029824.0,640060,871363.0,4289470,96648148.0,6847110,196250153.0,-2557640,-99602005.0,7563500,297329178.0,5593830,231818264.0,1969670,65510914.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
28-07-2016,89826980,1779535891.0,93829155,1825242398.5,-4002175,-45706507.5,1771460,16496869.0,312730,8829927.0,1458730,7666942.0,4370050,96769540.0,7056700,185071848.0,-2686650,-88302308.0,7230980,242369826.0,7754595,243942519.5,-523615,-1572693.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
27-07-2016,93912292,1661395137.1,100412729,1870643159.5,-6500437,-209248022.4,350830,10437397.0,4967570,35592412.0,-4616740,-25155015.0,4432940,82775894.0,4997250,116967028.9,-564310,-34191134.9,9990320,330314837.56,4584430,174924691.66,5405890,155390145.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
26-07-2016,74343368,1357486021.0,84399988,1601150436.0,-10056620,-243664415.0,329680,22215017.0,298560,9808415.0,31120,12406602.0,3800610,96695359.0,3907080,94738984.0,-106470,1956375.0,7291330,255399619.0,3620620,115746882.0,3670710,139652737.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25-07-2016,62332300,1131746290.0,75310186,1408943617.6,-12977886,-277197327.6,183120,6326130.0,191710,8167379.0,-8590,-1841249.0,2430690,68191743.0,2728090,49617644.0,-297400,18574099.0,7581750,282236974.0,3784810,172479509.0,3796940,109757465.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
